"batsman","bowler","P0","P1","P2","P3","P4","P6"
"MK Pandey","SP Narine",0.166666666666667,0.666666666666667,0,0,0.166666666666667,0
"MK Pandey","SR Watson",0.421052631578947,0.315789473684211,0.0526315789473684,0,0.157894736842105,0.0526315789473684
"MK Pandey","ST Jayasuriya",0,0.75,0,0,0.25,0
"MK Pandey","Swapnil Singh",1,0,0,0,0,0
"MK Pandey","T Shamsi",0.25,0.5,0.25,0,0,0
"MK Pandey","T Thushara",0.75,0.25,0,0,0,0
"MK Pandey","TG Southee",0.461538461538462,0.384615384615385,0,0,0.153846153846154,0
"MK Pandey","TL Suman",0.166666666666667,0,0.5,0,0,0.333333333333333
"MK Pandey","UT Yadav",0.333333333333333,0.366666666666667,0.0333333333333333,0,0.233333333333333,0.0333333333333333
"MK Pandey","VR Aaron",0.222222222222222,0.666666666666667,0,0,0.111111111111111,0
"MK Pandey","Washington Sundar",0,1,0,0,0,0
"MK Pandey","WD Parnell",0,1,0,0,0,0
"MK Pandey","YA Abdulla",0.5,0.5,0,0,0,0
"MK Pandey","YK Pathan",0.666666666666667,0.333333333333333,0,0,0,0
"MK Pandey","YS Chahal",0.44,0.4,0.08,0,0.04,0.04
"MK Pandey","Yuvraj Singh",0.5,0.166666666666667,0.166666666666667,0,0,0.166666666666667
"MK Pandey","Z Khan",0.5,0.342105263157895,0.0789473684210526,0,0.0789473684210526,0
"MK Tiwary","A Flintoff",0.75,0.25,0,0,0,0
"MK Tiwary","A Kumble",0.25,0.375,0,0,0.375,0
"MK Tiwary","A Mishra",0.323529411764706,0.441176470588235,0.0588235294117647,0,0.117647058823529,0.0588235294117647
"MK Tiwary","A Mithun",0.571428571428571,0.214285714285714,0.142857142857143,0,0.0714285714285714,0
"MK Tiwary","A Nehra",0.5,0.5,0,0,0,0
"MK Tiwary","A Nel",0.333333333333333,0.333333333333333,0,0,0.333333333333333,0
"MK Tiwary","A Singh",0.454545454545455,0.454545454545455,0,0,0.0909090909090909,0
"MK Tiwary","AA Chavan",0.5,0.25,0,0.125,0,0.125
"MK Tiwary","AB Agarkar",0.266666666666667,0.466666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667,0.0666666666666667
"MK Tiwary","AB Dinda",0.6,0,0,0,0.4,0
"MK Tiwary","AB McDonald",1,0,0,0,0,0
"MK Tiwary","AC Thomas",0.4,0.2,0,0,0,0.2
"MK Tiwary","AD Mascarenhas",0.75,0.25,0,0,0,0
"MK Tiwary","AD Russell",0.533333333333333,0.333333333333333,0,0,0.133333333333333,0
"MK Tiwary","AF Milne",0.357142857142857,0.285714285714286,0.142857142857143,0,0.142857142857143,0.0714285714285714
"MK Tiwary","AJ Tye",0.428571428571429,0.428571428571429,0.142857142857143,0,0,0
"MK Tiwary","AL Menaria",0.333333333333333,0.666666666666667,0,0,0,0
"MK Tiwary","AN Ahmed",0.5,0,0,0,0.5,0
"MK Tiwary","Anand Rajan",0.25,0.5,0.25,0,0,0
"MK Tiwary","Ankit Sharma",0.375,0.625,0,0,0,0
"MK Tiwary","AR Patel",0.25,0.625,0.125,0,0,0
"MK Tiwary","Azhar Mahmood",0,1,0,0,0,0
"MK Tiwary","B Kumar",0.391304347826087,0.434782608695652,0,0,0.173913043478261,0
"MK Tiwary","B Lee",0.1,0.6,0.1,0,0.2,0
"MK Tiwary","BA Bhatt",0.461538461538462,0.384615384615385,0.0769230769230769,0,0.0769230769230769,0
"MK Tiwary","Basil Thampi",0.571428571428571,0.285714285714286,0,0,0.142857142857143,0
"MK Tiwary","BCJ Cutting",0.333333333333333,0.333333333333333,0,0,0.333333333333333,0
"MK Tiwary","BE Hendricks",0.333333333333333,0.666666666666667,0,0,0,0
"MK Tiwary","Bipul Sharma",0.666666666666667,0.333333333333333,0,0,0,0
"MK Tiwary","CH Gayle",0,1,0,0,0,0
"MK Tiwary","CJ Anderson",0.666666666666667,0.333333333333333,0,0,0,0
"MK Tiwary","CK Langeveldt",0.666666666666667,0.333333333333333,0,0,0,0
"MK Tiwary","CR Woakes",0.666666666666667,0.333333333333333,0,0,0,0
"MK Tiwary","DE Bollinger",0.8,0.2,0,0,0,0
"MK Tiwary","DJ Bravo",0.3,0.5,0,0,0.2,0
"MK Tiwary","DJ Hussey",0.333333333333333,0.666666666666667,0,0,0,0
"MK Tiwary","DL Vettori",0.166666666666667,0.666666666666667,0,0.166666666666667,0,0
"MK Tiwary","DR Smith",0.526315789473684,0.421052631578947,0,0,0.0526315789473684,0
"MK Tiwary","DS Kulkarni",0.444444444444444,0.333333333333333,0.111111111111111,0,0.0555555555555556,0.0555555555555556
"MK Tiwary","DT Christian",0.5,0.2,0.1,0,0.1,0.1
"MK Tiwary","DW Steyn",0.272727272727273,0.454545454545455,0,0,0.227272727272727,0.0454545454545455
"MK Tiwary","GB Hogg",0.555555555555556,0.222222222222222,0.111111111111111,0,0.111111111111111,0
"MK Tiwary","Harbhajan Singh",0.344827586206897,0.413793103448276,0.103448275862069,0,0.103448275862069,0.0344827586206897
"MK Tiwary","Harmeet Singh",0.444444444444444,0.444444444444444,0,0,0.111111111111111,0
"MK Tiwary","HH Pandya",0,0.333333333333333,0.333333333333333,0,0.333333333333333,0
"MK Tiwary","HV Patel",0,1,0,0,0,0
"MK Tiwary","I Sharma",0.166666666666667,0.5,0.333333333333333,0,0,0
"MK Tiwary","IC Pandey",1,0,0,0,0,0
"MK Tiwary","IK Pathan",0.130434782608696,0.608695652173913,0,0,0.173913043478261,0.0869565217391304
"MK Tiwary","J Botha",0.448275862068966,0.275862068965517,0.137931034482759,0.0344827586206897,0.103448275862069,0
"MK Tiwary","J Theron",0,0.666666666666667,0.166666666666667,0,0.166666666666667,0
"MK Tiwary","JA Morkel",0.388888888888889,0.555555555555556,0,0,0.0555555555555556,0
"MK Tiwary","JD Unadkat",0.3,0.4,0.1,0,0.2,0
"MK Tiwary","JH Kallis",0.272727272727273,0.272727272727273,0,0,0.363636363636364,0.0909090909090909
"MK Tiwary","JJ Bumrah",0.37037037037037,0.444444444444444,0.037037037037037,0,0.148148148148148,0
"MK Tiwary","JP Duminy",0.555555555555556,0.222222222222222,0,0,0,0.222222222222222
"MK Tiwary","JR Hopes",0.285714285714286,0.642857142857143,0.0714285714285714,0,0,0
"MK Tiwary","KA Pollard",0.296296296296296,0.444444444444444,0,0.037037037037037,0.222222222222222,0
"MK Tiwary","KAJ Roach",0,1,0,0,0,0
"MK Tiwary","Karanveer Singh",0.166666666666667,0.666666666666667,0.166666666666667,0,0,0
"MK Tiwary","KH Pandya",0.5,0.333333333333333,0.0833333333333333,0,0.0833333333333333,0
"MK Tiwary","KK Cooper",0.238095238095238,0.523809523809524,0.0476190476190476,0,0.19047619047619,0
"MK Tiwary","Kuldeep Yadav",0.5,0.5,0,0,0,0
"MK Tiwary","KV Sharma",0.5,0.4,0,0,0,0.1
"MK Tiwary","L Balaji",0.4,0.4,0,0,0.2,0
"MK Tiwary","M de Lange",0.5,0.375,0,0,0.125,0
"MK Tiwary","M Kartik",0.666666666666667,0.25,0,0,0.0833333333333333,0
"MK Tiwary","M Morkel",0.6,0.2,0.05,0,0.1,0.05
"MK Tiwary","M Muralitharan",0.368421052631579,0.473684210526316,0,0.0526315789473684,0.105263157894737,0
"MK Tiwary","MC Henriques",0,1,0,0,0,0
"MK Tiwary","MF Maharoof",0,0.5,0.5,0,0,0
"MK Tiwary","MG Johnson",0.3,0.2,0.2,0,0.3,0
"MK Tiwary","MJ McClenaghan",0.125,0.625,0,0,0.125,0.125
"MK Tiwary","MM Patel",0.666666666666667,0.333333333333333,0,0,0,0
"MK Tiwary","MM Sharma",0.3,0.5,0,0,0.1,0.1
"MK Tiwary","MN Samuels",0,0.5,0,0,0.5,0
"MK Tiwary","Mohammed Shami",0.222222222222222,0.555555555555556,0,0,0.222222222222222,0
"MK Tiwary","Mohammed Siraj",0,0.5,0,0,0.5,0
"MK Tiwary","MP Stoinis",0,0.5,0,0,0.5,0
"MK Tiwary","MS Gony",0.615384615384615,0.153846153846154,0,0,0.230769230769231,0
"MK Tiwary","P Awana",1,0,0,0,0,0
"MK Tiwary","P Kumar",0.333333333333333,0.5,0.166666666666667,0,0,0
"MK Tiwary","P Negi",0.555555555555556,0.333333333333333,0,0,0.111111111111111,0
"MK Tiwary","PC Valthaty",0.571428571428571,0.285714285714286,0,0,0.142857142857143,0
"MK Tiwary","PJ Cummins",0.533333333333333,0.266666666666667,0,0,0.0666666666666667,0.133333333333333
"MK Tiwary","PJ Sangwan",0,0,0,0,0,1
"MK Tiwary","PP Chawla",0.339285714285714,0.571428571428571,0,0,0.0535714285714286,0.0357142857142857
"MK Tiwary","PP Ojha",0.481481481481481,0.407407407407407,0.037037037037037,0,0.037037037037037,0.037037037037037
"MK Tiwary","PV Tambe",0.222222222222222,0.666666666666667,0.111111111111111,0,0,0
"MK Tiwary","R Ashwin",0.25,0.666666666666667,0.0833333333333333,0,0,0
"MK Tiwary","R Bhatia",0.294117647058824,0.588235294117647,0.0588235294117647,0,0,0.0588235294117647
"MK Tiwary","R Dhawan",0.666666666666667,0.333333333333333,0,0,0,0
"MK Tiwary","R Rampaul",0,1,0,0,0,0
"MK Tiwary","R Sharma",1,0,0,0,0,0
"MK Tiwary","R Shukla",0.2,0.2,0.2,0.2,0.2,0
"MK Tiwary","R Vinay Kumar",0.666666666666667,0.266666666666667,0,0,0,0
"MK Tiwary","RA Jadeja",0.366666666666667,0.466666666666667,0.1,0,0,0.0666666666666667
"MK Tiwary","Rashid Khan",0,0.5,0.5,0,0,0
"MK Tiwary","RE van der Merwe",0.375,0.5,0.125,0,0,0
"MK Tiwary","RG Sharma",0,0.666666666666667,0.333333333333333,0,0,0
"MK Tiwary","RJ Harris",0.666666666666667,0.222222222222222,0,0,0.111111111111111,0
"MK Tiwary","RP Singh",0.5,0.3125,0,0,0.1875,0
"MK Tiwary","RR Powar",0.25,0.6,0.1,0,0,0.05
"MK Tiwary","RS Bopara",0.214285714285714,0.428571428571429,0.214285714285714,0,0.142857142857143,0
"MK Tiwary","RV Gomez",0.857142857142857,0.142857142857143,0,0,0,0
"MK Tiwary","RW Price",0,0.714285714285714,0,0,0.142857142857143,0.142857142857143
"MK Tiwary","S Aravind",0.2,0.666666666666667,0.0666666666666667,0,0.0666666666666667,0
"MK Tiwary","S Badree",0.25,0.75,0,0,0,0
"MK Tiwary","S Gopal",0,0.5,0,0,0.5,0
"MK Tiwary","S Kaul",0,0.666666666666667,0,0,0.333333333333333,0
"MK Tiwary","S Nadeem",0.4,0.466666666666667,0.0666666666666667,0,0.0666666666666667,0
"MK Tiwary","S Randiv",0.272727272727273,0.363636363636364,0.0909090909090909,0,0.0909090909090909,0.181818181818182
"MK Tiwary","S Sreesanth",0.5,0,0.5,0,0,0
"MK Tiwary","Sandeep Sharma",0,0.666666666666667,0,0,0.333333333333333,0
"MK Tiwary","SB Jakati",0.357142857142857,0.5,0,0,0.142857142857143,0
"MK Tiwary","Shoaib Akhtar",0.5,0.5,0,0,0,0
"MK Tiwary","SJ Srivastava",0.6,0.4,0,0,0,0
"MK Tiwary","SK Raina",0.166666666666667,0.666666666666667,0.0833333333333333,0,0.0833333333333333,0
"MK Tiwary","SK Trivedi",0.0769230769230769,0.769230769230769,0,0,0.153846153846154,0
"MK Tiwary","SK Warne",0.555555555555556,0.333333333333333,0.111111111111111,0,0,0
"MK Tiwary","SL Malinga",0.566666666666667,0.333333333333333,0.0666666666666667,0,0,0.0333333333333333
"MK Tiwary","SM Pollock",0,0.5,0,0,0.5,0
"MK Tiwary","SP Narine",0.333333333333333,0.388888888888889,0,0,0.277777777777778,0
"MK Tiwary","SR Watson",0.583333333333333,0,0,0,0.333333333333333,0.0833333333333333
"MK Tiwary","ST Jayasuriya",0.222222222222222,0.555555555555556,0.111111111111111,0,0.111111111111111,0
"MK Tiwary","STR Binny",0.142857142857143,0.714285714285714,0,0,0.142857142857143,0
"MK Tiwary","SW Tait",0.5,0.285714285714286,0,0,0.142857142857143,0.0714285714285714
"MK Tiwary","Swapnil Singh",0,1,0,0,0,0
"MK Tiwary","T Natarajan",0.142857142857143,0.571428571428571,0,0,0.142857142857143,0.142857142857143
"MK Tiwary","TG Southee",0,1,0,0,0,0
"MK Tiwary","UT Yadav",0.541666666666667,0.208333333333333,0.125,0,0.0833333333333333,0.0416666666666667
"MK Tiwary","V Kohli",0,0.666666666666667,0,0,0.333333333333333,0
"MK Tiwary","V Pratap Singh",0.166666666666667,0.666666666666667,0.166666666666667,0,0,0
"MK Tiwary","VR Aaron",0.75,0,0,0,0,0
"MK Tiwary","VRV Singh",0.428571428571429,0.285714285714286,0,0,0.285714285714286,0
"MK Tiwary","VS Malik",0.416666666666667,0.416666666666667,0,0,0.166666666666667,0
"MK Tiwary","WD Parnell",0.105263157894737,0.526315789473684,0.210526315789474,0,0.105263157894737,0
"MK Tiwary","WPUJC Vaas",1,0,0,0,0,0
"MK Tiwary","YK Pathan",0.384615384615385,0.384615384615385,0,0,0.230769230769231,0
"MK Tiwary","YS Chahal",0.230769230769231,0.307692307692308,0.153846153846154,0,0.153846153846154,0.153846153846154
"MK Tiwary","Yuvraj Singh",0.555555555555556,0.444444444444444,0,0,0,0
"MK Tiwary","Z Khan",0.307692307692308,0.615384615384615,0.0769230769230769,0,0,0
"ML Hayden","A Kumble",0.567567567567568,0.324324324324324,0.0540540540540541,0,0.0540540540540541,0
"ML Hayden","A Mishra",0.571428571428571,0.285714285714286,0,0,0,0.142857142857143
"ML Hayden","A Nehra",0.458333333333333,0.291666666666667,0.0416666666666667,0,0.166666666666667,0.0416666666666667
"ML Hayden","A Symonds",0.75,0,0,0,0.25,0
"ML Hayden","AB Agarkar",0.4,0.2,0.1,0,0.3,0
"ML Hayden","AB Dinda",0.428571428571429,0.285714285714286,0,0,0.285714285714286,0
"ML Hayden","AD Mascarenhas",0,1,0,0,0,0
"ML Hayden","AM Nayar",0.333333333333333,0.333333333333333,0,0,0,0.333333333333333
"ML Hayden","AM Salvi",0.1,0.4,0.1,0,0.1,0.3
"ML Hayden","AN Ahmed",0.5,0.5,0,0,0,0
"ML Hayden","B Lee",0.7,0.1,0,0,0.2,0
"ML Hayden","C Nanda",0.333333333333333,0.25,0.333333333333333,0,0.0833333333333333,0
"ML Hayden","CH Gayle",1,0,0,0,0,0
"ML Hayden","CRD Fernando",0.714285714285714,0.285714285714286,0,0,0,0
"ML Hayden","DJ Bravo",0.37037037037037,0.333333333333333,0.111111111111111,0,0.185185185185185,0
"ML Hayden","DJ Hussey",0,0.5,0,0,0,0.5
"ML Hayden","DP Nannes",0.444444444444444,0.222222222222222,0.111111111111111,0,0.222222222222222,0
"ML Hayden","DR Smith",0.285714285714286,0.285714285714286,0,0,0.285714285714286,0.142857142857143
"ML Hayden","DS Kulkarni",0.214285714285714,0.5,0.0714285714285714,0,0.214285714285714,0
"ML Hayden","DW Steyn",0.709677419354839,0.161290322580645,0.0967741935483871,0,0.032258064516129,0
"ML Hayden","FH Edwards",0.5,0,0.166666666666667,0,0.333333333333333,0
"ML Hayden","Harbhajan Singh",0.533333333333333,0.355555555555556,0.0222222222222222,0,0.0222222222222222,0.0666666666666667
"ML Hayden","Harmeet Singh",1,0,0,0,0,0
"ML Hayden","I Sharma",0.538461538461538,0.230769230769231,0.153846153846154,0,0,0.0769230769230769
"ML Hayden","IK Pathan",0.523809523809524,0.19047619047619,0.0476190476190476,0,0.238095238095238,0
"ML Hayden","J Theron",1,0,0,0,0,0
"ML Hayden","JH Kallis",0.225806451612903,0.419354838709677,0.0645161290322581,0,0.225806451612903,0.0645161290322581
"ML Hayden","JP Duminy",0.166666666666667,0.666666666666667,0.166666666666667,0,0,0
"ML Hayden","JR Hopes",0.25,0.25,0,0,0.25,0.25
"ML Hayden","K Goel",0.5,0.3,0.1,0,0.1,0
"ML Hayden","KA Pollard",0.333333333333333,0.666666666666667,0,0,0,0
"ML Hayden","LR Shukla",0.333333333333333,0.666666666666667,0,0,0,0
"ML Hayden","M Kartik",0.2,0.6,0.1,0,0.1,0
"ML Hayden","MA Khote",0,0.75,0,0,0.25,0
"ML Hayden","Mohammad Hafeez",0.166666666666667,0.666666666666667,0,0,0,0.166666666666667
"ML Hayden","P Kumar",0.333333333333333,0.333333333333333,0.0476190476190476,0.0476190476190476,0.142857142857143,0.0952380952380952
"ML Hayden","PJ Sangwan",0.277777777777778,0.333333333333333,0.111111111111111,0,0.222222222222222,0.0555555555555556
"ML Hayden","PP Chawla",0.4,0.2,0,0,0.1,0.3
"ML Hayden","PP Ojha",0.25,0.75,0,0,0,0
"ML Hayden","R Bhatia",0.25,0.125,0,0,0.375,0.25
"ML Hayden","R McLaren",0.25,0.625,0.125,0,0,0
"ML Hayden","R Vinay Kumar",0.210526315789474,0.315789473684211,0.105263157894737,0,0.315789473684211,0.0526315789473684
"ML Hayden","RA Jadeja",0.6,0.1,0.2,0,0.1,0
"ML Hayden","RE van der Merwe",0.125,0.5,0.125,0,0,0.25
"ML Hayden","RG Sharma",0.5,0.25,0.05,0,0.1,0.1
"ML Hayden","RJ Harris",0.578947368421053,0.263157894736842,0,0,0.157894736842105,0
"ML Hayden","RP Singh",0.464285714285714,0.214285714285714,0.0357142857142857,0,0.214285714285714,0.0714285714285714
"ML Hayden","RR Powar",0.785714285714286,0,0,0,0.142857142857143,0.0714285714285714
"ML Hayden","RR Raje",0,0.4,0,0,0.6,0
"ML Hayden","S Narwal",0,0.6,0.2,0,0,0.2
"ML Hayden","S Sreesanth",0.45,0.25,0.05,0,0.1,0.15
"ML Hayden","SB Wagh",0.4,0,0,0,0.6,0
"ML Hayden","SE Bond",0.857142857142857,0.142857142857143,0,0,0,0
"ML Hayden","Shoaib Ahmed",0.5,0.166666666666667,0,0,0.333333333333333,0
"ML Hayden","SJ Srivastava",0.333333333333333,0.5,0,0,0.166666666666667,0
"ML Hayden","SK Trivedi",0.166666666666667,0.833333333333333,0,0,0,0
"ML Hayden","SK Warne",0.461538461538462,0.307692307692308,0.0769230769230769,0,0.0769230769230769,0.0769230769230769
"ML Hayden","SL Malinga",0.606060606060606,0.272727272727273,0.0303030303030303,0,0.0606060606060606,0.0303030303030303
"ML Hayden","SM Harwood",1,0,0,0,0,0
"ML Hayden","SM Pollock",0.333333333333333,0.222222222222222,0,0,0.333333333333333,0.111111111111111
"ML Hayden","SR Watson",0.2,0.2,0.2,0,0.2,0.2
"ML Hayden","ST Jayasuriya",0.285714285714286,0.571428571428571,0,0,0.142857142857143,0
"ML Hayden","SW Tait",0.571428571428571,0.285714285714286,0,0,0.142857142857143,0
"ML Hayden","TM Dilshan",0,0.4,0,0,0,0.6
"ML Hayden","UT Yadav",0.363636363636364,0.363636363636364,0,0,0.272727272727273,0
"ML Hayden","V Kohli",0.5,0.166666666666667,0,0,0.333333333333333,0
"ML Hayden","VRV Singh",0.5,0,0.166666666666667,0,0.166666666666667,0.166666666666667
"ML Hayden","VS Yeligati",0.333333333333333,0.666666666666667,0,0,0,0
"ML Hayden","WPUJC Vaas",0.5,0.5,0,0,0,0
"ML Hayden","Y Venugopal Rao",0.285714285714286,0.714285714285714,0,0,0,0
"ML Hayden","YA Abdulla",0.333333333333333,0.5,0,0,0.166666666666667,0
"ML Hayden","YK Pathan",0.466666666666667,0.333333333333333,0.0666666666666667,0.0333333333333333,0.1,0
"ML Hayden","Z Khan",0.555555555555556,0.148148148148148,0,0,0.296296296296296,0
"MM Patel","A Kumble",1,0,0,0,0,0
"MM Patel","A Nehra",0.5,0.5,0,0,0,0
"MM Patel","AB Agarkar",0,1,0,0,0,0
"MM Patel","AB Dinda",0.5,0.5,0,0,0,0
"MM Patel","B Kumar",1,0,0,0,0,0
"MM Patel","BA Bhatt",1,0,0,0,0,0
"MM Patel","CK Langeveldt",0.333333333333333,0.666666666666667,0,0,0,0
"MM Patel","DP Nannes",0.222222222222222,0.222222222222222,0,0,0.555555555555556,0
"MM Patel","I Sharma",0,1,0,0,0,0
"MM Patel","JDP Oram",1,0,0,0,0,0
"MM Patel","M Morkel",1,0,0,0,0,0
"MM Patel","PP Ojha",1,0,0,0,0,0
"MM Patel","RG Sharma",0.333333333333333,0.666666666666667,0,0,0,0
"MM Patel","RP Singh",0,1,0,0,0,0
"MM Patel","SE Bond",0,0.5,0.5,0,0,0
"MM Patel","SS Sarkar",0,1,0,0,0,0
"MM Patel","UT Yadav",0.75,0.25,0,0,0,0
"MM Patel","WPUJC Vaas",0,1,0,0,0,0
"MM Sharma","A Choudhary",1,0,0,0,0,0
"MM Sharma","A Nehra",1,0,0,0,0,0
"MM Sharma","A Zampa",0.5,0.333333333333333,0.166666666666667,0,0,0
"MM Sharma","AD Russell",0.5,0.5,0,0,0,0
"MM Sharma","AR Patel",1,0,0,0,0,0
"MM Sharma","B Kumar",0.25,0.5,0.25,0,0,0
"MM Sharma","BA Stokes",0.75,0.25,0,0,0,0
"MM Sharma","Basil Thampi",0,0.5,0.5,0,0,0
"MM Sharma","BB Sran",0.333333333333333,0.333333333333333,0,0,0,0.333333333333333
"MM Sharma","CH Gayle",0.142857142857143,0.714285714285714,0,0,0.142857142857143,0
"MM Sharma","CH Morris",0.2,0.4,0.2,0.2,0,0
"MM Sharma","CJ Anderson",0.5,0.5,0,0,0,0
"MM Sharma","CR Woakes",1,0,0,0,0,0
"MM Sharma","D Wiese",0,1,0,0,0,0
"MM Sharma","DR Smith",0,1,0,0,0,0
"MM Sharma","DT Christian",0.5,0.5,0,0,0,0
"MM Sharma","J Yadav",0.5,0.166666666666667,0,0,0.166666666666667,0.166666666666667
"MM Sharma","KA Pollard",1,0,0,0,0,0
"MM Sharma","M Morkel",0.666666666666667,0.333333333333333,0,0,0,0
"MM Sharma","MA Starc",1,0,0,0,0,0
"MM Sharma","MG Johnson",1,0,0,0,0,0
"MM Sharma","MJ McClenaghan",0.333333333333333,0.666666666666667,0,0,0,0
"MM Sharma","NM Coulter-Nile",0,0,1,0,0,0
"MM Sharma","P Awana",0,1,0,0,0,0
"MM Sharma","P Kumar",0.5,0.5,0,0,0,0
"MM Sharma","PJ Cummins",0.666666666666667,0.333333333333333,0,0,0,0
"MM Sharma","R Vinay Kumar",0,0,0.4,0,0.2,0.4
"MM Sharma","Rashid Khan",0,1,0,0,0,0
"MM Sharma","Sachin Baby",1,0,0,0,0,0
"MM Sharma","SL Malinga",0.6,0.4,0,0,0,0
"MM Sharma","SR Watson",0,0.666666666666667,0,0,0.333333333333333,0
"MM Sharma","TA Boult",0.4,0.2,0,0,0.4,0
"MM Sharma","UT Yadav",0,1,0,0,0,0
"MM Sharma","YS Chahal",0.333333333333333,0.333333333333333,0,0,0.333333333333333,0
"MM Sharma","Z Khan",0.2,0.6,0,0,0.2,0
"MN Samuels","A Ashish Reddy",0.333333333333333,0.666666666666667,0,0,0,0
"MN Samuels","A Mishra",0.833333333333333,0.166666666666667,0,0,0,0
"MN Samuels","A Zampa",0.5,0.5,0,0,0,0
"MN Samuels","AD Mascarenhas",0.666666666666667,0.222222222222222,0,0,0.111111111111111,0
"MN Samuels","Azhar Mahmood",0.75,0.25,0,0,0,0
"MN Samuels","BA Stokes",0.666666666666667,0.333333333333333,0,0,0,0
"MN Samuels","Bipul Sharma",0.166666666666667,0.5,0,0,0.166666666666667,0.166666666666667
"MN Samuels","DJ Bravo",0.6,0.2,0,0,0,0.2
"MN Samuels","DL Vettori",0.142857142857143,0.571428571428571,0.142857142857143,0,0.142857142857143,0
"MN Samuels","DT Christian",0.25,0.5,0,0,0.25,0
"MN Samuels","Harbhajan Singh",0.75,0.25,0,0,0,0
"MN Samuels","Harmeet Singh",0.571428571428571,0.285714285714286,0,0,0.142857142857143,0
"MN Samuels","HV Patel",0.5,0.5,0,0,0,0
"MN Samuels","J Theron",0.666666666666667,0.333333333333333,0,0,0,0
"MN Samuels","JP Faulkner",0.4,0.6,0,0,0,0
"MN Samuels","KA Pollard",0,1,0,0,0,0
"MN Samuels","KP Appanna",0,0.5,0.25,0,0,0.25
"MN Samuels","KV Sharma",1,0,0,0,0,0
"MN Samuels","MS Gony",1,0,0,0,0,0
"MN Samuels","NLTC Perera",0.75,0,0,0,0.25,0
"MN Samuels","P Awana",0.625,0.375,0,0,0,0
"MN Samuels","P Kumar",0.75,0.125,0.0625,0,0.0625,0
"MN Samuels","PP Chawla",0.25,0.625,0,0,0,0.125
"MN Samuels","R Ashwin",1,0,0,0,0,0
"MN Samuels","R Vinay Kumar",0.25,0.5,0,0,0,0.25
"MN Samuels","RA Jadeja",0.571428571428571,0.428571428571429,0,0,0,0
"MN Samuels","SB Jakati",0.384615384615385,0.230769230769231,0.230769230769231,0,0.153846153846154,0
"MN Samuels","SK Raina",0.166666666666667,0.833333333333333,0,0,0,0
"MN Samuels","SL Malinga",0.5,0,0.5,0,0,0
"MN Samuels","SN Thakur",0.333333333333333,0,0.333333333333333,0,0,0.333333333333333
"MN Samuels","V Pratap Singh",0,1,0,0,0,0
"MN Samuels","VY Mahesh",0.666666666666667,0.166666666666667,0.166666666666667,0,0,0
"MN Samuels","Washington Sundar",0.5,0.5,0,0,0,0
"MN Samuels","Z Khan",0,0.75,0.25,0,0,0
"MN van Wyk","A Kumble",0.285714285714286,0.714285714285714,0,0,0,0
"MN van Wyk","A Mishra",0.428571428571429,0.285714285714286,0,0,0.285714285714286,0
"MN van Wyk","A Nehra",0.444444444444444,0.444444444444444,0,0,0.111111111111111,0
"MN van Wyk","AM Nayar",0.4,0.6,0,0,0,0
"MN van Wyk","DP Nannes",0.3,0.4,0.1,0.1,0.1,0
"MN van Wyk","GR Napier",0.5,0.5,0,0,0,0
"MN van Wyk","Harbhajan Singh",0.454545454545455,0.181818181818182,0.272727272727273,0,0.0909090909090909,0
"MN van Wyk","IK Pathan",0.25,0.5,0,0,0,0.25
"MN van Wyk","KP Appanna",0.2,0.6,0,0,0.2,0
"MN van Wyk","KP Pietersen",0.2,0.8,0,0,0,0
"MN van Wyk","P Kumar",0,0.5,0,0,0.5,0
"MN van Wyk","PJ Sangwan",0.111111111111111,0.555555555555556,0,0,0.333333333333333,0
"MN van Wyk","R Bhatia",0.25,0.375,0.125,0,0.25,0
"MN van Wyk","RE van der Merwe",0.222222222222222,0.444444444444444,0.333333333333333,0,0,0
"MN van Wyk","SL Malinga",0.5,0.25,0.125,0,0.125,0
"MN van Wyk","ST Jayasuriya",0,1,0,0,0,0
"MN van Wyk","VS Malik",0.4,0.2,0.2,0,0.2,0
"MN van Wyk","YA Abdulla",0.333333333333333,0.333333333333333,0.333333333333333,0,0,0
"MN van Wyk","Z Khan",0.8,0,0,0,0.2,0
"Mohammad Ashraful","AM Salvi",0.5,0.5,0,0,0,0
"Mohammad Ashraful","DP Nannes",1,0,0,0,0,0
"Mohammad Ashraful","PJ Sangwan",1,0,0,0,0,0
"Mohammad Asif","DS Kulkarni",1,0,0,0,0,0
"Mohammad Asif","MM Patel",0.333333333333333,0.666666666666667,0,0,0,0
"Mohammad Asif","RA Jadeja",1,0,0,0,0,0
"Mohammad Asif","SK Warne",0,1,0,0,0,0
"Mohammad Hafeez","A Symonds",0.5,0.25,0,0,0,0.25
"Mohammad Hafeez","AA Noffke",0.5,0.5,0,0,0,0
"Mohammad Hafeez","DJ Bravo",0.857142857142857,0,0,0,0.142857142857143,0
"Mohammad Hafeez","IK Pathan",0.857142857142857,0,0,0,0,0.142857142857143
"Mohammad Hafeez","JDP Oram",0.5,0.5,0,0,0,0
"Mohammad Hafeez","JH Kallis",0,0,0,0,1,0
"Mohammad Hafeez","Joginder Sharma",0,1,0,0,0,0
"Mohammad Hafeez","M Muralitharan",0.428571428571429,0.571428571428571,0,0,0,0
"Mohammad Hafeez","M Ntini",0.6,0.2,0,0,0.2,0
